Player,year,length,avg_salary,cap,poc,Pos,Age,Tm,G,FG,FGA,FG.,X3P,X3PA,X3P.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,TS.,X3PAr,FTr,USG.,OWS,DWS,OBPM,DBPM
DeMarre Carroll,2019,3,6883333.333333334,109140000,0.06306884124366258,PF,32,BRK,67,3.4,8.6,0.395,1.6,4.6,0.342,2.7,3.6,0.76,1,4.2,5.2,1.3,0.5,0.1,1.1,11.1,0.546,0.539,0.421,18.6,1.5,1.6,-0.9,-0.6
Jake Layman,2019,3,3760000,109140000,0.034451163643027305,SF,24,POR,71,3,6,0.509,0.8,2.5,0.326,0.7,1,0.704,0.8,2.3,3.1,0.7,0.4,0.4,0.6,7.6,0.594,0.427,0.167,15.9,1.9,1.2,-0.1,-0.3
Tyus Jones,2019,3,8813333.333333332,109140000,0.08075255024128031,PG,22,MIN,68,2.7,6.6,0.415,0.6,1.9,0.317,0.9,1,0.841,0.3,1.6,2,4.8,1.2,0.1,0.7,6.9,0.491,0.283,0.155,14.1,2.1,0.9,-0.9,0.3
Boban Marjanović,2019,2,3500000,109140000,0.032068902327286056,C,30,TOT,58,2.8,4.5,0.615,0.1,0.2,0.4,1.7,2.3,0.748,1.5,3.1,4.6,0.9,0.3,0.5,1,7.3,0.664,0.038,0.504,23.3,2.1,0.9,2.8,0.3
Derrick Rose,2019,2,7500000,109140000,0.06871907641561298,PG,30,MIN,51,7.1,14.8,0.482,1.1,2.9,0.37,2.7,3.1,0.856,0.6,2.1,2.7,4.3,0.6,0.2,1.6,18,0.557,0.194,0.212,27.3,2.6,0.3,3.2,-1.7
JaMychal Green,2019,2,4885000,109140000,0.04475902510536925,PF,28,TOT,65,3.5,7.3,0.483,1.1,2.7,0.403,1.2,1.6,0.792,1.6,4.7,6.3,0.8,0.7,0.5,1.3,9.4,0.587,0.37,0.212,19.4,0.9,1.9,-1.3,-0.4
T.J. McConnell,2019,2,3500000,109140000,0.032068902327286056,PG,26,PHI,76,2.9,5.5,0.525,0.2,0.6,0.333,0.4,0.5,0.784,0.4,1.9,2.3,3.4,1,0.2,1.2,6.4,0.555,0.1,0.088,15,1.2,1.7,-1.8,0.9
Khem Birch,2019,2,3000000,109140000,0.02748763056624519,C,26,ORL,50,1.8,3,0.603,0,0,0,1.2,1.7,0.699,1.6,2.2,3.8,0.8,0.4,0.6,0.4,4.8,0.64,0.007,0.55,14.1,1.8,1,0.1,1
George Hill,2019,3,9590000,109140000,0.08786879237676379,PG,32,TOT,60,2.8,6.3,0.452,0.8,2.6,0.314,1.2,1.4,0.824,0.7,1.8,2.5,2.3,0.9,0.1,0.9,7.6,0.554,0.407,0.226,15.1,1.5,1.3,-1.9,0.5
Robin Lopez,2019,2,4885000,109140000,0.04475902510536925,C,30,CHI,74,4.1,7.2,0.568,0.1,0.4,0.226,1.2,1.7,0.724,1.9,2,3.9,1.2,0.1,1.1,1.3,9.5,0.598,0.058,0.23,18.6,2,0.7,-0.6,-1.4
Wesley Matthews,2019,2,2625000,109140000,0.024051676745464542,SF-SG,32,TOT,69,4,10.1,0.4,2.2,5.8,0.372,1.9,2.4,0.81,0.5,2,2.5,2.3,0.8,0.2,1.3,12.2,0.546,0.577,0.234,17.8,1.1,1.5,-1.4,-0.5
Cheick Diallo,2019,2,1750000,109140000,0.016034451163643028,PF,22,NOP,64,2.6,4.2,0.62,0,0.1,0.25,0.8,1,0.746,1.2,4,5.2,0.5,0.5,0.5,0.8,6,0.644,0.015,0.247,16,1.4,1.2,-1.1,0.1
Wayne Ellington,2019,2,8000000,109140000,0.07330034817665385,SG,31,TOT,53,3.5,8.6,0.403,2.6,7,0.371,0.7,0.9,0.796,0.3,1.8,2,1.4,1,0.1,0.8,10.3,0.569,0.814,0.107,17.2,1.3,1.4,-0.3,0.3
James Ennis,2019,2,2005000,109140000,0.01837089976177387,SF,28,TOT,58,2.4,5.1,0.469,0.9,2.7,0.353,1,1.4,0.716,1,2.1,3.1,0.7,0.7,0.4,0.6,6.7,0.59,0.531,0.276,12.7,1.6,1,-1.4,-0.2
Rodney Hood,2019,2,5859999.999999999,109140000,0.05369250503939893,SG,26,TOT,72,4.1,9.3,0.435,1.2,3.3,0.356,1.9,2.2,0.884,0.3,1.8,2.2,1.8,0.8,0.2,0.8,11.2,0.545,0.352,0.231,18.1,2.1,0.5,-1.2,-0.8
Trevor Ariza,2019,2,12500000,109140000,0.11453179402602162,SF,33,TOT,69,4.3,10.7,0.399,2.1,6.3,0.334,1.9,2.4,0.793,0.7,4.7,5.4,3.7,1.3,0.3,1.5,12.5,0.534,0.59,0.223,16.6,1.3,1.2,-0.7,-0.6
Mike Muscala,2019,2,2155000,109140000,0.01974528129008613,PF,27,TOT,64,2.3,5.6,0.402,1.4,4,0.348,1.1,1.3,0.824,0.9,2.9,3.8,1.2,0.3,0.6,0.8,7,0.564,0.709,0.235,14.3,1.2,1.2,-0.8,-0.3
DeMarcus Cousins,2019,1,3500000,109140000,0.032068902327286056,C,28,GSW,30,5.9,12.4,0.48,0.9,3.2,0.274,3.5,4.8,0.736,1.4,6.8,8.2,3.6,1.3,1.5,2.4,16.3,0.562,0.256,0.388,28.1,0.9,1.5,0.4,2.6
Seth Curry,2019,4,8000000,109140000,0.07330034817665385,SG,28,POR,74,2.9,6.3,0.456,1.5,3.4,0.45,0.6,0.7,0.846,0.4,1.3,1.6,0.9,0.5,0.2,0.8,7.9,0.595,0.54,0.112,16.6,1.5,0.9,-0.4,-0.7
Danuel House,2019,3,3716666.666666667,109140000,0.03405412009040377,SF,25,HOU,39,3,6.5,0.468,1.9,4.6,0.416,1.4,1.8,0.789,0.6,2.9,3.6,1,0.5,0.3,0.9,9.4,0.646,0.706,0.282,14.1,1.6,0.7,0.1,-0.5
Kyle Korver,2019,1,2560000,109140000,0.02345611141652923,SG-PF,37,TOT,70,2.9,6.9,0.416,2,5,0.397,0.9,1,0.822,0.1,2.2,2.3,1.2,0.4,0.2,0.8,8.6,0.582,0.72,0.151,18.5,1,1.3,-0.2,-0.3
Kelly Oubre,2019,2,15000000,109140000,0.13743815283122596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Temple,2019,2,4885000,109140000,0.04475902510536925,SG,32,TOT,75,2.8,6.6,0.422,1.2,3.5,0.341,1.1,1.4,0.748,0.4,2.5,2.9,1.4,1,0.4,0.9,7.8,0.543,0.535,0.217,13.2,0.3,2,-3.3,0.5
Tyson Chandler,2019,1,2560000,109140000,0.02345611141652923,C,36,TOT,55,1.1,1.8,0.616,0,0,0,0.9,1.6,0.586,1.7,3.9,5.6,0.7,0.4,0.4,0.8,3.1,0.63,0.01,0.879,8.5,0.9,1.2,-2.9,0.8
Justin Holiday,2019,1,4760000,109140000,0.04361370716510903,SG,29,TOT,82,3.7,9.5,0.386,2,5.7,0.348,1.2,1.3,0.896,0.6,3.4,3.9,1.8,1.5,0.4,1.3,10.5,0.52,0.598,0.136,15.7,-0.4,2.5,-2.3,0.5
Tim Frazier,2019,1,1880000,109140000,0.017225581821513652,PG,28,TOT,59,2,4.4,0.444,0.6,1.7,0.366,0.7,0.9,0.759,0.7,2.2,2.8,4.2,0.5,0.1,1.3,5.3,0.544,0.387,0.207,13.3,1.3,0.7,-1.4,-0.4
Trey Burke,2019,1,2020000,109140000,0.018508337914605093,PG,26,TOT,58,4.1,9.4,0.431,1,2.7,0.352,1.8,2.1,0.831,0.5,1.2,1.7,2.7,0.6,0.1,0.8,10.9,0.524,0.29,0.226,24.8,1.4,0.5,1.5,-1.4
Vince Carter,2019,1,2560000,109140000,0.02345611141652923,PF,42,ATL,76,2.6,6.2,0.419,1.6,4.2,0.389,0.6,0.9,0.712,0.4,2.1,2.6,1.1,0.6,0.4,0.6,7.4,0.565,0.675,0.141,16.7,1.2,0.7,-0.4,-0.3
Gerald Green,2019,1,2560000,109140000,0.02345611141652923,SG,33,HOU,73,3.2,7.9,0.4,2.1,6,0.354,0.8,0.9,0.838,0.4,2.1,2.5,0.5,0.5,0.4,0.8,9.2,0.555,0.763,0.118,19.5,0.9,1,-0.2,-1.5
Rodney McGruder,2019,3,5000000,109140000,0.04581271761040865,SG,27,MIA,66,2.8,7,0.403,1.2,3.4,0.351,0.8,1.1,0.722,0.9,2.7,3.6,1.7,0.5,0.2,1,7.6,0.51,0.488,0.156,15.4,0.4,1.6,-2.2,-0.1
Quinn Cook,2019,2,3000000,109140000,0.02748763056624519,PG,25,GSW,74,2.8,5.9,0.465,1.1,2.7,0.405,0.3,0.4,0.769,0.3,1.8,2.1,1.6,0.3,0,0.7,6.9,0.565,0.456,0.059,20.2,1,0.8,-0.5,-1.6
Jared Dudley,2019,1,2560000,109140000,0.02345611141652923,PF,33,BRK,59,1.7,4.1,0.423,0.9,2.6,0.351,0.5,0.8,0.696,0.6,2.1,2.6,1.4,0.6,0.3,0.7,4.9,0.554,0.632,0.192,10.4,0.6,1.2,-2.9,1.1
Frank Kaminsky,2019,2,4885000,109140000,0.04475902510536925,C,25,CHO,47,2.9,6.3,0.463,1.1,3,0.36,1.7,2.3,0.738,0.8,2.6,3.5,1.3,0.3,0.3,0.9,8.6,0.587,0.466,0.359,22.1,1.3,0.5,1.4,-1.1
Ish Smith,2019,2,6000000,109140000,0.05497526113249038,PG,30,DET,56,3.7,8.7,0.419,0.8,2.4,0.326,0.8,1.1,0.758,0.4,2.2,2.6,3.6,0.5,0.2,1.1,8.9,0.485,0.276,0.127,19.9,0.5,1.1,-1.6,-0.3
Jordan Bell,2019,1,1620000,109140000,0.014843320505772403,C,24,GSW,68,1.5,2.8,0.516,0,0,0,0.4,0.6,0.61,0.8,1.9,2.7,1.1,0.3,0.8,0.6,3.3,0.531,0.01,0.214,13.7,0.5,1.1,-2.2,1.3
Darius Miller,2019,2,7125000,109140000,0.06528312259483232,SF,28,NOP,69,2.7,7,0.39,1.9,5.3,0.365,0.8,1,0.789,0.2,1.7,1.9,2.1,0.6,0.3,0.9,8.2,0.55,0.752,0.147,13.4,1.1,0.6,-2.1,-0.8
Markieff Morris,2019,2,3280000,109140000,0.030053142752428073,PF,29,TOT,58,3.5,8.3,0.421,1.2,3.5,0.335,1.2,1.6,0.772,1.1,3.5,4.6,1.4,0.6,0.4,0.9,9.4,0.521,0.419,0.19,19.1,0.6,1.1,-2.1,-0.6
Bobby Portis,2019,2,15375000,109140000,0.1408741066520066,PF,23,TOT,50,5.6,12.6,0.444,1.5,3.8,0.393,1.5,1.9,0.794,2.2,5.9,8.1,1.4,0.7,0.4,1.5,14.2,0.529,0.304,0.154,24.6,0.5,1.1,-0.2,-2.3
Mike Scott,2019,2,4900000,109140000,0.04489646325820048,PF,30,TOT,79,2.1,5.3,0.4,1.3,3.2,0.401,0.3,0.4,0.667,0.5,2.9,3.5,0.8,0.3,0.2,0.6,5.8,0.528,0.6,0.079,14.4,0.4,1.2,-1.9,-0.7
Alec Burks,2019,1,2320000,109140000,0.02125710097122961,SG,27,TOT,64,3,7.4,0.405,1,2.6,0.363,1.8,2.2,0.823,0.5,3.2,3.7,2,0.6,0.3,1,8.8,0.523,0.354,0.297,19,0.7,0.8,-0.6,-0.7
Wilson Chandler,2019,1,2560000,109140000,0.02345611141652923,PF-SF,31,TOT,51,2.2,5.4,0.418,1.2,3.1,0.373,0.4,0.5,0.72,0.9,3.3,4.2,1.6,0.5,0.4,0.9,6,0.537,0.579,0.092,11.8,0.5,1,-2.3,-0.5
Elfrid Payton,2019,2,8000000,109140000,0.07330034817665385,PG,24,NOP,42,4.3,9.8,0.434,0.8,2.5,0.314,1.3,1.8,0.743,1.2,4.1,5.2,7.6,1,0.4,2.7,10.6,0.502,0.255,0.18,18.3,0.6,0.9,-0.7,-0.7
Thabo Sefolosha,2019,1,2560000,109140000,0.02345611141652923,SF,34,UTA,50,1.4,3,0.477,0.7,1.6,0.436,0.3,0.4,0.636,0.2,2.3,2.5,0.5,0.9,0.1,0.5,3.8,0.599,0.523,0.148,12.9,0.2,1.2,-1.6,3.1
Shaquille Harrison,2019,1,890000,109140000,0.00815466373465274,SG,25,CHI,73,2.5,5.8,0.432,0.3,1.2,0.27,1.1,1.7,0.667,0.5,2.6,3,1.9,1.2,0.4,0.8,6.5,0.494,0.209,0.289,16.5,-0.1,1.6,-2.8,1.5
Nenê Hilário,2019,2,10000000,109140000,0.0916254352208173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Kornet,2019,2,2250000,109140000,0.02061572292468389,PF,23,NYK,46,2.3,6.2,0.378,1.5,4.2,0.363,0.8,1,0.826,0.6,2.3,2.9,1.2,0.6,0.9,0.5,7,0.531,0.682,0.163,17.9,0.6,0.7,1.4,0.7
David Nwaba,2019,2,1750000,109140000,0.016034451163643028,SG,26,CLE,51,2.5,5.1,0.481,0.5,1.5,0.32,1.1,1.7,0.682,0.8,2.4,3.2,1.1,0.7,0.3,0.6,6.5,0.558,0.286,0.324,14.6,1.1,0.3,-1.8,-0.3
Jabari Parker,2019,2,6500000,109140000,0.059556532893531244,PF,23,TOT,64,5.8,11.7,0.493,1,3,0.313,2,2.9,0.712,1.2,5.3,6.6,2.4,0.7,0.5,2.4,14.5,0.56,0.26,0.246,24.6,0.1,1.3,-0.7,-0.9
Rajon Rondo,2019,2,2590000,109140000,0.02373098772219168,PG,32,LAL,46,3.8,9.4,0.405,1.1,3.1,0.359,0.5,0.8,0.639,0.7,4.5,5.3,8,1.2,0.2,2.8,9.2,0.473,0.329,0.083,17.4,-0.2,1.5,-1.7,0.2
Rondae Hollis-Jefferson,2019,1,2500000,109140000,0.022906358805204325,SF,24,BRK,59,3.4,8.3,0.411,0.2,0.8,0.184,2,3.1,0.645,1.4,3.8,5.3,1.6,0.7,0.5,1.2,8.9,0.464,0.101,0.376,21.6,-0.5,1.7,-3,0.4
Trey Lyles,2019,2,5500000,109140000,0.05039398937144952,PF,23,DEN,64,3.2,7.7,0.418,0.8,3.1,0.255,1.3,1.8,0.698,0.7,3.2,3.8,1.4,0.5,0.4,1.1,8.5,0.5,0.404,0.234,23.4,-0.2,1.4,-1.8,-0.7
Austin Rivers,2019,2,2270000,109140000,0.020798973795125526,SG,26,TOT,76,3.1,7.5,0.406,1.4,4.3,0.318,0.7,1.3,0.526,0.3,1.8,2.1,2.2,0.6,0.3,0.9,8.1,0.503,0.572,0.166,14.5,0.4,0.8,-3.3,-1
Anthony Tolliver,2019,1,2560000,109140000,0.02345611141652923,PF,33,MIN,65,1.5,4,0.382,1.2,3.3,0.377,0.7,0.9,0.783,0.2,2.5,2.7,0.7,0.3,0.3,0.6,5,0.571,0.83,0.232,12.5,0.6,0.5,-1.7,-0.7
Pau Gasol,2019,1,2560000,109140000,0.02345611141652923,C,38,TOT,30,1.4,3.1,0.447,0.2,0.4,0.462,0.9,1.3,0.7,0.7,3.8,4.6,1.7,0.2,0.5,0.5,3.9,0.529,0.138,0.426,15.6,0.5,0.5,1,2.1
Furkan Korkmaz,2019,2,1690000,109140000,0.015484698552318123,SG,21,PHI,48,2,5.1,0.4,1,3,0.326,0.8,0.9,0.818,0.3,1.9,2.2,1.1,0.6,0,0.5,5.8,0.528,0.588,0.18,17.9,0.4,0.7,-1.6,-0.2
Raul Neto,2019,1,1730000,109140000,0.015851200293201393,PG,26,UTA,37,2,4.4,0.46,0.5,1.6,0.333,0.8,0.9,0.848,0.2,1.5,1.7,2.5,0.4,0.1,0.9,5.3,0.558,0.373,0.205,19,0.5,0.6,-1.1,0.8
Patrick Patterson,2019,1,2329999.9999999995,109140000,0.021348726406450427,PF,29,OKC,63,1.3,3.5,0.374,0.7,2.2,0.336,0.3,0.5,0.633,0.7,1.7,2.3,0.5,0.3,0.2,0.3,3.6,0.493,0.626,0.137,12,0.2,0.9,-2,-0.4
J.J. Barea,2019,1,2560000,109140000,0.02345611141652923,PG,34,DAL,38,4.2,10.1,0.418,1,3.4,0.297,1.4,2.1,0.705,0.3,2.2,2.5,5.6,0.6,0,1.9,10.9,0.495,0.332,0.203,28.1,0.4,0.6,1.2,-1.8
Alex Caruso,2019,2,2750000,109140000,0.02519699468572476,PG,24,LAL,25,3.1,6.9,0.445,1,2,0.48,2,2.6,0.797,0.8,1.9,2.7,3.1,1,0.4,1.7,9.2,0.569,0.289,0.37,19,0.5,0.6,-1,0.7
Kyle O'Quinn,2019,1,2020000,109140000,0.018508337914605093,C,28,IND,45,1.5,3,0.507,0,0.3,0.083,0.4,0.5,0.81,0.6,2,2.6,1.2,0.2,0.6,0.7,3.5,0.537,0.088,0.154,20.8,0.2,0.8,-2.5,3
Brad Wanamaker,2019,1,1440000,109140000,0.013194062671797692,PG,29,BOS,36,1.4,2.9,0.476,0.4,1.1,0.41,0.7,0.8,0.857,0.1,1.1,1.1,1.6,0.3,0.1,0.5,3.9,0.597,0.371,0.267,17.1,0.6,0.4,-1.3,0.7
Michael Carter-Williams,2019,1,2020000,109140000,0.018508337914605093,PG,27,TOT,28,1.6,4.4,0.374,0.4,1.4,0.263,1.1,1.9,0.604,0.7,1.8,2.5,2.5,0.7,0.5,0.7,4.8,0.458,0.309,0.431,19.4,0.2,0.6,-1.4,2.2
Emmanuel Mudiay,2019,1,1730000,109140000,0.015851200293201393,PG,22,NYK,59,5.6,12.5,0.446,1.2,3.6,0.329,2.4,3.2,0.774,0.6,2.8,3.3,3.9,0.7,0.3,2.4,14.8,0.531,0.284,0.251,25.6,0.1,0.7,-0.2,-1.8
Glenn Robinson,2019,2,1974999.9999999998,109140000,0.018096023456111415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dwight Howard,2019,1,2560000,109140000,0.02345611141652923,C,33,WAS,9,4.8,7.7,0.623,0,0,NA,3.2,5.3,0.604,2.7,6.6,9.2,0.4,0.8,0.4,1.8,12.8,0.638,0,0.696,19.6,0.4,0.2,-1.3,-1.7
Dragan Bender,2019,2,1750000,109140000,0.016034451163643028,PF,21,PHO,46,1.9,4.3,0.447,0.5,2.2,0.218,0.7,1.2,0.593,0.7,3.2,4,1.2,0.4,0.5,0.8,5,0.521,0.513,0.274,13.4,0,0.4,-3.4,-0.8
Stanley Johnson,2019,2,3710000,109140000,0.03399303646692322,SF,22,TOT,66,2.6,6.7,0.389,0.9,3.3,0.288,0.8,1,0.781,0.5,2.8,3.3,1.3,0.9,0.2,1.2,6.9,0.485,0.489,0.145,19.4,-1.1,1.6,-3.1,0.9
Patrick McCaw,2019,2,4000000,109140000,0.03665017408832692,SG,23,TOT,29,0.9,2.2,0.413,0.3,1,0.321,0.4,0.5,0.867,0.2,1.4,1.7,1,0.8,0.1,0.6,2.6,0.532,0.444,0.238,9.4,0,0.5,-4.8,1.9
JaKarr Sampson,2019,1,1730000,109140000,0.015851200293201393,SF,25,CHI,4,7.3,13.5,0.537,1.3,3.5,0.357,4.3,5.3,0.81,1.3,6.8,8,1,1,0.8,1,20,0.633,0.259,0.389,23.1,0.3,0.1,3.6,0.2
Justin Anderson,2019,1,1730000,109140000,0.015851200293201393,SF,25,ATL,48,1.3,3.3,0.408,0.5,1.6,0.312,0.5,0.7,0.743,0.5,1.3,1.8,0.5,0.5,0.3,0.5,3.7,0.516,0.49,0.223,17.2,0.1,0.4,-2.4,-0.3
Avery Bradley,2019,2,4885000,109140000,0.04475902510536925,SG,28,TOT,63,3.9,9.7,0.408,1.4,3.9,0.351,0.7,0.8,0.86,0.7,2.1,2.8,2.4,0.7,0.3,1.4,9.9,0.496,0.403,0.082,16.2,-0.6,1,-2.8,-0.9
Troy Daniels,2019,1,2020000,109140000,0.018508337914605093,SG,27,PHO,51,2.2,5.4,0.411,1.5,3.8,0.381,0.4,0.5,0.783,0.3,1.2,1.4,0.5,0.5,0.1,0.5,6.2,0.558,0.705,0.084,17.6,0.2,0.1,-1.7,-2
Devin Robinson,2019,1,1620000,109140000,0.014843320505772403,SF,23,WAS,7,2.7,4.6,0.594,0,0.3,0,1.3,2,0.643,0.9,2,2.9,0.9,0.6,0.9,0.3,6.7,0.616,0.063,0.438,17.9,0.2,0.1,0.8,1.1
Timothé Luwawu-Cabarrot,2019,1,1670000.0000000002,109140000,0.01530144768187649,SF,23,TOT,50,1.6,4.4,0.376,0.7,2.3,0.31,0.6,0.8,0.756,0.2,1.7,1.9,0.5,0.4,0.2,0.4,4.6,0.489,0.532,0.188,16.6,-0.3,0.5,-4.1,-1.1
Tyler Lydon,2019,2,1690000,109140000,0.015484698552318123,PF,22,DEN,25,0.4,0.7,0.5,0.2,0.4,0.4,0,0.1,0.333,0.3,0.4,0.7,0.2,0.1,0,0.2,0.9,0.595,0.556,0.167,10.6,0.1,0.1,-2.8,-1.4
Ben McLemore,2019,2,2005000,109140000,0.01837089976177387,SG,25,SAC,19,1.3,3.4,0.391,0.9,2.2,0.415,0.4,0.6,0.667,0.2,0.7,0.9,0.2,0.3,0.2,0.3,3.9,0.541,0.641,0.188,19.4,0.1,0.1,-2.1,-1.4
Edmond Sumner,2019,3,2160000,109140000,0.019791094007696537,PG,23,IND,23,1,2.8,0.344,0.3,1.2,0.259,0.7,1,0.625,0.4,0.7,1,0.4,0.5,0.2,0.4,2.9,0.443,0.422,0.375,17.6,-0.2,0.3,-5.8,0.5
Lance Thomas,2019,1,2320000,109140000,0.02125710097122961,PF,30,NYK,46,1.7,4.3,0.396,0.5,1.7,0.278,0.6,0.8,0.75,0.5,2.1,2.5,0.6,0.4,0.2,0.5,4.5,0.482,0.401,0.183,12.9,-0.3,0.3,-4.8,-0.9
C.J. Williams,2019,1,1620000,109140000,0.014843320505772403,SG,28,MIN,15,1.1,2.3,0.486,0.3,1.1,0.313,0,0.1,0,0.1,0.5,0.5,0.8,0.4,0,0.3,2.6,0.55,0.457,0.029,13.3,0.1,0.1,-3.8,0.2
Theo Pinson,2019,2,1570000,109140000,0.014385193329668316,SG,23,BRK,18,1.4,4.1,0.342,0.7,2.6,0.261,1.1,1.2,0.864,0.2,1.8,2,1.2,0.3,0,1,4.5,0.49,0.63,0.301,20,-0.2,0.2,-3.6,0.4
Sindarius Thornwell,2019,1,1620000,109140000,0.014843320505772403,SG,24,LAC,64,0.3,0.8,0.347,0,0.2,0.2,0.4,0.5,0.735,0.1,0.6,0.7,0.3,0.2,0.1,0.3,1,0.485,0.306,0.694,11.3,-0.3,0.3,-5.8,1
Tyler Ulis,2019,1,1620000,109140000,0.014843320505772403,PG,23,CHI,1,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,-7.7,-2.7
Ryan Anderson,2019,1,2560000,109140000,0.02345611141652923,PF,30,TOT,25,0.8,2.8,0.304,0.4,1.6,0.225,0.5,0.6,0.75,0.7,1.4,2.2,0.8,0.2,0,0.6,2.5,0.414,0.58,0.232,12,-0.3,0,-4.5,-1.9
Marquese Chriss,2019,1,1670000.0000000002,109140000,0.01530144768187649,PF,21,TOT,43,1.6,4.2,0.372,0.4,1.7,0.222,0.7,1,0.711,0.9,2.4,3.3,0.5,0.4,0.3,0.8,4.2,0.455,0.4,0.25,20.6,-0.6,0.4,-5.7,-1.9
Isaiah Thomas,2019,1,2320000,109140000,0.02125710097122961,SG,29,DEN,12,2.8,8.3,0.343,1,3.6,0.279,1.4,2.3,0.63,0.4,0.7,1.1,1.9,0.4,0.1,1.5,8.1,0.437,0.434,0.273,30.4,-0.4,0.1,-4,-2.5
Thanasis Antetokounmpo,2019,2,1570000,109140000,0.014385193329668316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Bennett,2019,1,1730000,109140000,0.015851200293201393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Johnson,2019,1,2560000,109140000,0.02345611141652923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kristaps Porziņģis,2019,5,31650000,109140000,0.28999450247388675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Taylor,2019,2,1690000,109140000,0.015484698552318123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Davis,2020,5,38000000,109140000,0.34817665383910573,PF,26,LAL,62,8.9,17.7,0.503,1.2,3.5,0.33,7.2,8.5,0.846,2.3,7,9.3,3.2,1.5,2.3,2.5,26.1,0.61,0.199,0.479,29.3,6.7,4.4,5.4,2.6
Hassan Whiteside,2020,1,2300000,109140000,0.02107385010078798,C,30,POR,67,6.5,10.5,0.621,0.1,0.1,0.571,2.4,3.6,0.686,3.9,9.7,13.5,1.2,0.4,2.9,1.8,15.5,0.644,0.01,0.34,19.6,5.6,3,2.5,0.7
Montrezl Harrell,2020,2,9500000,109140000,0.08704416345977643,C,26,LAC,63,7.5,12.9,0.58,0,0.3,0,3.7,5.6,0.658,2.6,4.5,7.1,1.7,0.6,1.1,1.7,18.6,0.607,0.022,0.432,25.7,4.4,2.5,2.5,0.5
Danilo Gallinari,2020,3,20333333.333333332,109140000,0.18630505161566183,PF,31,OKC,62,5.8,13.2,0.438,2.9,7.1,0.405,4.3,4.8,0.893,0.5,4.6,5.2,1.9,0.7,0.1,1.2,18.7,0.612,0.537,0.365,24.6,4.5,1.9,4.1,-0.9
Fred VanVleet,2020,NA,NA,109140000,NA,SG,25,TOR,54,5.9,14.3,0.413,2.7,6.9,0.39,3.1,3.7,0.848,0.3,3.4,3.8,6.6,1.9,0.3,2.2,17.6,0.553,0.484,0.256,21.7,2.8,3.1,1.2,1.4
Gordon Hayward,2020,4,30000000,109140000,0.2748763056624519,SF,29,BOS,52,6.7,13.5,0.5,1.6,4.3,0.383,2.4,2.8,0.855,1.1,5.6,6.7,4.1,0.7,0.4,1.8,17.5,0.595,0.317,0.207,21.1,3.5,2.2,2.6,0.1
Dwight Howard,2020,1,2560000,109140000,0.02345611141652923,C,34,LAL,69,2.9,4,0.729,0,0.1,0.6,1.6,3.1,0.514,2.5,4.9,7.3,0.7,0.4,1.1,1.2,7.5,0.696,0.018,0.773,14.7,2.8,2.6,-1,1.2
Christian Wood,2020,3,13666666.666666666,109140000,0.12522142813511697,PF,24,DET,62,4.6,8.2,0.567,0.9,2.3,0.386,2.9,3.9,0.744,1.7,4.6,6.3,1,0.5,0.9,1.4,13.1,0.659,0.276,0.476,23,3.6,1.5,3.5,-0.3
Nerlens Noel,2020,1,5000000,109140000,0.04581271761040865,C,25,OKC,61,3,4.4,0.684,0,0,0.333,1.3,1.7,0.755,1.5,3.4,4.9,0.9,1,1.5,1.1,7.4,0.711,0.011,0.394,14.9,2.6,2.3,-0.3,3.4
Jerami Grant,2020,3,20000000,109140000,0.1832508704416346,PF,25,DEN,71,4.3,8.9,0.478,1.4,3.5,0.389,2.1,2.8,0.75,0.8,2.7,3.5,1.2,0.7,0.8,0.9,12,0.591,0.397,0.309,18,2.8,1.6,0.1,-0.6
